iter	RMSE
212	0.2866729236
213	0.2865089914
214	0.2864164034
215	0.2862190952
216	0.2861534746
217	0.2860232221
218	0.2859397552
219	0.2858101714
220	0.2855821551
221	0.28551226
222	0.2854182666
223	0.2853332605
224	0.2852165009
225	0.2848865404
226	0.2848047496
227	0.2847373327
228	0.2846381601
229	0.2845615653
230	0.2844656126
231	0.2843693638
232	0.2842884653
233	0.2842036867
234	0.2840744626
235	0.2839893658
236	0.2839001191
237	0.2838159736
238	0.2837274412
239	0.2836491122
240	0.283580539
241	0.2834477027
242	0.2832219604
243	0.2830827935
244	0.2830125518
245	0.2829218024
246	0.2828501073
247	0.2827730355
248	0.2826960925
249	0.2826218529
250	0.2825104467
251	0.2824415374
252	0.2823526831
253	0.2822724757
254	0.2821603948
255	0.2821019316
256	0.2820391288
257	0.2819664148
258	0.2818757951
259	0.2817920279
260	0.2817164858
261	0.2816103732
262	0.281523461
263	0.2814481065
264	0.2813733985
265	0.281258831
266	0.281150548
267	0.2810460733
268	0.2809657521
269	0.2809097478
270	0.2807784557
271	0.2802847299
272	0.280211243
273	0.2801234684
274	0.2800512087
275	0.2799794083
276	0.2798546305
277	0.2797479433
278	0.2796902975
279	0.2796211574
280	0.2795638744
281	0.2794832109
282	0.2794007754
283	0.2793411805
284	0.2791212614
285	0.2790113182
286	0.2789195079
287	0.2788552128
288	0.2787830375
289	0.2787105686
290	0.2786547422
291	0.2784422036
292	0.2783787987
293	0.2783195249
294	0.2782335335
295	0.2781618472
296	0.2780682224
297	0.2780128157
298	0.2777940803
299	0.2777206731
300	0.2776385442
301	0.2775536456
302	0.2774865332
303	0.2774010414
304	0.277339795
305	0.277289854
306	0.2772059345
307	0.2770664517
308	0.2769691677
309	0.2768939419
310	0.276820714
311	0.276737954
312	0.2766664456
313	0.2765742324
314	0.2765078139
315	0.2764403636
316	0.2763730226
317	0.2762881807
318	0.2762247376
319	0.2761512119
320	0.276086788
321	0.2759927439
322	0.2759328953
323	0.275883315
324	0.2758187236
325	0.2757467089
326	0.2756859898
327	0.2755584493
328	0.2754806736
329	0.2754235758
330	0.2750570417
331	0.2749674466
332	0.2749243206
333	0.2747521285
334	0.2746820561
335	0.2746178492
336	0.2745470563
337	0.2744754516
338	0.2744044382
339	0.274329817
340	0.2742694695
341	0.2742097269
342	0.2741599122
343	0.2740811781
344	0.2738277183
345	0.2737458998
346	0.2736782413
347	0.2736194419
348	0.2735662078
349	0.2735160039
350	0.2734041205
351	0.2733376784
352	0.2732809711
353	0.2732278054
354	0.2731705432
355	0.273057619
356	0.2729588673
357	0.2728589947
358	0.2725604789
359	0.2725047162
360	0.272420131
361	0.2723579721
362	0.2719765492
363	0.2718701378
364	0.2718221454
365	0.2717601818
366	0.2716984546
367	0.2716323812
368	0.2715738933
369	0.2714894331
370	0.2714198537
371	0.2713595131
372	0.2713001245
373	0.2712476931
374	0.2711864035
375	0.271130408
376	0.2710493924
377	0.2710026286
378	0.2709329717
379	0.2708603274
380	0.2708076372
381	0.2706808719
382	0.2706356647
383	0.2705863498
384	0.2705373539
385	0.270489526
386	0.2704280612
387	0.2703619151
388	0.2702991705
389	0.2702381161
390	0.2701483197
391	0.2700674747
392	0.2699926358
393	0.2699335952
394	0.2698882429
395	0.2698268733
396	0.2697602044
397	0.2697016147
398	0.2696393412
399	0.2695856565
400	0.2695321648
401	0.269473629
402	0.2694351667
403	0.2693888463
404	0.2693325924
405	0.2692844938
406	0.2692417573
407	0.2691954223
408	0.2691382916
409	0.2690832017
410	0.2690210653
411	0.2689319478
412	0.2688784323
413	0.2688029281
414	0.2687615611
415	0.2686815743
416	0.2686265896
417	0.2685701168
418	0.2685080689
419	0.2684619616
420	0.2684055705
421	0.2683495983
422	0.2683045039
423	0.2682585328
424	0.26820052
425	0.2681530391
426	0.2680820768
427	0.2680286661
428	0.2679867281
429	0.2679377529
430	0.26787167
431	0.2677859683
432	0.2677346306
433	0.2676894557
434	0.2676377422
435	0.267582401
436	0.2675447804
437	0.2674800592
438	0.2674262978
439	0.2673692548
440	0.2673121171
441	0.2672515209
442	0.2672131093
443	0.2671675913
444	0.2671154946
445	0.2670780404
446	0.2670276727
447	0.2669769559
448	0.2668948061
449	0.2668085521
450	0.266771527
451	0.266727928
452	0.2666648911
453	0.2666298381
454	0.2665910379
455	0.2665054596
456	0.2664394477
457	0.2663861516
458	0.2663491041
459	0.2662997425
460	0.2662527972
461	0.2661478448
462	0.2660975045
463	0.2660388778
464	0.2659924834
465	0.2659480847
466	0.2658853586
467	0.2658226679
468	0.265784492
469	0.2657406674
470	0.2656809762
471	0.2656189583
472	0.2655706315
473	0.2655276572
474	0.2654902316
475	0.2654511886
476	0.2654104778
477	0.2653232273
478	0.2652461547
479	0.265204464
480	0.2651480208
481	0.2650851367
482	0.2650380771
483	0.2649716977
484	0.2649078667
485	0.2648498792
486	0.2647999225
487	0.2647335066
488	0.2646947518
489	0.2646529101
490	0.2645974888
491	0.2645238684
492	0.2644755575
493	0.2644270972
494	0.2643577953
495	0.2643122356
496	0.2642696083
497	0.2642194372
498	0.2641804303
499	0.2641308262
500	0.2640840876
501	0.2640373412
502	0.2640005834
503	0.2638648725
504	0.2638274443
505	0.2637855074
506	0.2637344918
507	0.2636874427
508	0.2636462466
509	0.2635837846
510	0.263479533
511	0.2634143704
512	0.2633482452
513	0.2633026201
514	0.2632563896
515	0.2632198672
516	0.2631768165
517	0.2631400564
518	0.2631071124
519	0.2630566016
520	0.2630107932
521	0.2629645307
522	0.2629076415
523	0.26285377
524	0.262810023
525	0.2627579698
526	0.2627191074
527	0.2626709617
528	0.2626247409
529	0.262573894
530	0.2624553501
531	0.2624169917
532	0.2623659039
533	0.2623118631
534	0.2622790511
535	0.2622211806
536	0.2621737129
537	0.2621182864
538	0.2620762953
539	0.2620320595
540	0.2619730054
541	0.2619226575
542	0.2618871205
543	0.26185169
544	0.2618048348
545	0.2617349078
546	0.2616786641
547	0.2616159963
548	0.2615840538
549	0.2615377749
550	0.2615063253
551	0.2614596938
552	0.2614104902
553	0.2613650948
554	0.2613141687
555	0.2612645383
556	0.2612232845
557	0.2611809153
558	0.26112547
559	0.2610734188
560	0.2610264837
561	0.2609747071
562	0.2609447292
563	0.2609088176
564	0.2608584558
565	0.2608080333
566	0.2607691924
567	0.2607181714
568	0.2606695465
569	0.2606151973
570	0.2605750558
571	0.2605231321
572	0.2604810164
573	0.26044295
574	0.2603870021
575	0.2603352904
576	0.260231029
577	0.2601975105
578	0.2601565491
579	0.2601063574
580	0.2600638835
581	0.2600135716
582	0.259971971
583	0.2599257083
584	0.2598667959
585	0.2598106992
586	0.259762976
587	0.2596911646
588	0.2596587612
589	0.2596093625
590	0.2595682539
591	0.2595163879
592	0.2594801368
593	0.2594341066
594	0.2593923598
595	0.2593426256
596	0.2593025953
597	0.259275415
598	0.259215227
599	0.2591818394
600	0.2591335832
601	0.2590970106
602	0.2590544008
603	0.2590221618
604	0.2589772406
605	0.258937151
606	0.2588942944
607	0.2588529683
608	0.2588084526
609	0.2587693017
610	0.2587203182
611	0.258679974
612	0.2586330884
613	0.258589649
614	0.2585444365
615	0.2585072973
616	0.2584713524
617	0.2584371504
618	0.2583976815
619	0.258348222
620	0.2583104527
621	0.2582779794
622	0.2582302161
623	0.258179632
624	0.2581405966
625	0.2580910773
626	0.2580028382
627	0.2579460042
628	0.2579113179
629	0.2578671456
630	0.2578383697
631	0.2577946241
632	0.2577631652
633	0.2577163098
634	0.2576543669
635	0.257618904
636	0.2575787812
637	0.2575320576
638	0.2574947533
639	0.2574510319
640	0.2574146016
641	0.2571040317
642	0.2570509689
643	0.2570086128
644	0.2569467886
645	0.2569095333
646	0.2568592534
647	0.2568140285
648	0.2567755277
649	0.2567400155
650	0.2567127694
651	0.2566705731
652	0.2566364176
653	0.2565895308
654	0.256550063
655	0.2565027028
656	0.2564516663
657	0.256405254
658	0.2563583652
659	0.2563155956
660	0.2562721641
661	0.256220303
662	0.2561740694
663	0.2561381898
664	0.2560683251
665	0.2560228046
666	0.2559866149
667	0.255957618
668	0.2559084883
669	0.2558661581
670	0.2558342699
671	0.2557784648
672	0.2557412679
673	0.2557067957
674	0.2556753452
675	0.2556295176
676	0.2555701834
677	0.2555345598
678	0.2554898937
679	0.2554524826
680	0.2554247086
681	0.2553836491
682	0.255340856
683	0.2552934318
684	0.2552445528
685	0.2551986287
686	0.2551527612
687	0.2548762393
688	0.2548329729
689	0.2547879742
690	0.2547620909
691	0.2547327546
692	0.2546925503
693	0.2546502955
694	0.2546068512
695	0.2545552695
696	0.2543192999
697	0.2542798997
698	0.254235377
699	0.2541993178
700	0.2541501469
701	0.2541032089
702	0.2540616039
703	0.2539883244
704	0.2539526427
705	0.2539060057
706	0.2538732298
707	0.253835455
708	0.2538037662
709	0.2537578086
710	0.2537219233
711	0.2536908615
712	0.2536469139
713	0.2535830308
714	0.2535417543
715	0.2534733517
716	0.2534360152
717	0.2532190408
718	0.2531753369
719	0.2531432996
720	0.253102394
721	0.2530821456
722	0.2530536755
723	0.2529907645
724	0.2529592477
725	0.2529321529
726	0.252903428
727	0.2528675671
728	0.2528268686
729	0.2527883396
730	0.2527461097
731	0.2527116386
732	0.2526677725
733	0.2526278115
734	0.2525817413
735	0.2525378022
736	0.252494299
737	0.2524609518
738	0.2524270914
739	0.2523797701
740	0.252339549
741	0.2522963151
742	0.2522575817
743	0.2522151041
744	0.2521791552
745	0.2521386582
746	0.2521007152
747	0.2520660557
748	0.2520304868
749	0.2519954043
750	0.2519686041
751	0.2519347469
752	0.2519026275
753	0.2518689454
754	0.2517862825
755	0.2517492461
756	0.251712357
757	0.2516781167
758	0.2516478526
759	0.2516181209
760	0.2515692122
761	0.2514094019
762	0.2513770531
763	0.2513492982
764	0.2513194203
765	0.2512760735
766	0.251231397
767	0.2512062115
768	0.2511759175
769	0.2511489063
770	0.2511229917
771	0.2510844508
772	0.2510467271
773	0.2510189264
774	0.2509755691
775	0.250940388
776	0.250897359
777	0.250852808
778	0.2507995888
779	0.2507592076
780	0.2507132484
781	0.2506738109
782	0.2506086972
783	0.2505748397
784	0.2505338297
785	0.2504874668
786	0.2504456024
787	0.2504153171
788	0.2503781783
789	0.2503247269
790	0.2502840283
791	0.2502520357
792	0.2502301449
793	0.2501837463
794	0.2501575999
795	0.2501225502
796	0.250086396
797	0.2500410124
798	0.2499991895
799	0.2499598337
800	0.2499272361
801	0.2498915399
802	0.2498540998
803	0.2498164002
804	0.2497755467
805	0.249744958
806	0.2497163021
807	0.2496689255
808	0.2496319081
809	0.2495942977
810	0.2495697055
811	0.2495347251
812	0.2495091416
813	0.2494881079
814	0.2494523855
815	0.2494136843
816	0.249374716
817	0.2493433387
818	0.2493125494
819	0.2492729745
820	0.2492343315
821	0.2491913291
822	0.2491426308
823	0.2491011999
824	0.2490345298
825	0.2490083733
826	0.2489756326
827	0.2489337045
828	0.2488953711
829	0.2488550145
830	0.2488120869
831	0.2487781841
832	0.2487445505
833	0.2486857436
834	0.2486526248
835	0.2486100424
836	0.2485768833
837	0.2485522576
838	0.2485259316
839	0.2484870163
840	0.2484409487
841	0.2484035473
842	0.2483628258
843	0.2483395798
844	0.2483015859
845	0.2482712032
846	0.2482465615
847	0.2482144182
848	0.2481794363
849	0.2481460089
850	0.2481137301
851	0.2480744241
852	0.2480398414
853	0.2480038776
854	0.2479759128
855	0.2479449163
856	0.2479049031
857	0.2478718878
858	0.2478323494
859	0.2477926205
860	0.247752176
861	0.2477127897
862	0.2476805138
863	0.2476487681
864	0.2476114354
865	0.2475850497
866	0.2475518627
867	0.2475211311
868	0.2474905633
869	0.2474689637
870	0.2474287645
871	0.2473889688
872	0.2473447159
873	0.2473020864
874	0.247263987
875	0.2472311146
876	0.2471906622
877	0.2471631687
878	0.2471281933
879	0.2470964492
880	0.2470560982
881	0.2470345924
882	0.2469641782
883	0.246932485
884	0.2469024105
885	0.2468598876
886	0.2467979825
887	0.2467590251
888	0.246729178
889	0.2466964983
890	0.2466615372
891	0.2466238371
892	0.2465792633
893	0.2465455456
894	0.2465092618
895	0.2464604237
896	0.2464290386
897	0.2464042425
898	0.2463753736
899	0.246339988
900	0.246303131
901	0.24626628
902	0.2462299367
903	0.2462026184
904	0.2461250083
905	0.2460967706
906	0.2460542878
907	0.2460166475
908	0.2459794838
909	0.2459433539
910	0.2458905284
911	0.2458536439
912	0.245808291
913	0.2457800324
914	0.2457534163
915	0.2457232676
916	0.2456893871
917	0.245664088
918	0.2456348348
919	0.2454733023
920	0.2454444981
921	0.2454004785
922	0.245355812
923	0.2453182419
924	0.2452877804
925	0.2452555899
926	0.2452281496
927	0.2451943173
928	0.2451667262
929	0.2451180656
930	0.2450892748
931	0.2450581921
932	0.2450176653
933	0.2449870743
934	0.2449591475
935	0.2449344663
936	0.244890701
937	0.244858967
938	0.2448293255
939	0.2448040172
940	0.2447732885
941	0.2447434535
942	0.2447123771
943	0.2446829346
944	0.2446497069
945	0.2446101219
946	0.2445796991
947	0.2445464284
948	0.2445094577
949	0.2444739507
950	0.2444265903
951	0.2443919566
952	0.2443616886
953	0.2443267996
954	0.2442971805
955	0.2442663644
956	0.2442354612
957	0.2441988951
958	0.2441705542
959	0.2441308735
960	0.2440971343
961	0.2440633219
962	0.2440338043
963	0.2440053417
964	0.2439670522
965	0.2439356876
966	0.2439069097
967	0.2438731619
968	0.2438390837
969	0.2437966255
970	0.2437718292
971	0.2437421669
972	0.2437113669
973	0.2436818432
974	0.2436568269
975	0.2436192467
976	0.2435890097
977	0.2435694844
978	0.2435432746
979	0.2435175181
980	0.2434812177
981	0.2434481796
982	0.2434166436
983	0.2433828732
984	0.243356462
985	0.2433288768
986	0.2432922556
987	0.2432434225
988	0.2432085913
989	0.2431701167
990	0.243144038
991	0.2431014492
992	0.2430672901
993	0.2430271772
994	0.2429975346
995	0.2429688629
996	0.2429452272
997	0.2429209069
998	0.2428796308
999	0.2428385431
